family,difficulty,answer,prompt_en,explanation_en,facts,image_a,image_b,accepted_count
transfer,medium,Iñigo Martínez,One player made this move in 2017/18. Who?,Iñigo Martínez joined Athletic Club from Real Sociedad in 2017/18 for €32M.,"{""from"": ""Real Sociedad"", ""to"": ""Athletic Club"", ""season"": ""17/18"", ""fee"": 32000000.0}",real-sociedad.webp,athletic-club.webp,4
transfer,medium,Corentin Tolisso,One player made this move in 2017/18. Who?,Corentin Tolisso joined FC Bayern Munich from Lyon in 2017/18 for €41.5M.,"{""from"": ""Lyon"", ""to"": ""Bayern Munich"", ""season"": ""17/18"", ""fee"": 41500000.0}",olympique-lyonnais.webp,fc-bayern-munich.webp,5
transfer,medium,Mike Maignan,One player made this move in 2021/22. Who?,Mike Maignan joined AC Milan from Lille in 2021/22 for €16.4M.,"{""from"": ""Lille"", ""to"": ""AC Milan"", ""season"": ""21/22"", ""fee"": 16400000.0}",losc-lille.webp,ac-milan.webp,8
transfer,easy,Matthijs de Ligt,One player made this move in 2022/23. Who?,Matthijs de Ligt joined FC Bayern Munich from Juventus in 2022/23 for €67M.,"{""from"": ""Juventus"", ""to"": ""Bayern Munich"", ""season"": ""22/23"", ""fee"": 67000000.0}",juventus.webp,fc-bayern-munich.webp,13
transfer,medium,Suso,One player made this move in 2020/21. Who?,Suso joined Sevilla FC from AC Milan in 2020/21 for €21.7M.,"{""from"": ""AC Milan"", ""to"": ""Sevilla FC"", ""season"": ""20/21"", ""fee"": 21700000.0}",ac-milan.webp,sevilla-fc.webp,2
transfer,medium,Amadou Onana,One player made this move in 2021/22. Who?,Amadou Onana joined Lille from Hamburg in 2021/22 for €13.6M.,"{""from"": ""Hamburg"", ""to"": ""Lille"", ""season"": ""21/22"", ""fee"": 13570000.0}",hamburger-sv.webp,losc-lille.webp,6
transfer,medium,Kieran Tierney,One player made this move in 2019/20. Who?,Kieran Tierney joined Arsenal from Celtic in 2019/20 for €27M.,"{""from"": ""Celtic"", ""to"": ""Arsenal"", ""season"": ""19/20"", ""fee"": 27000000.0}",celtic.webp,arsenal.webp,4
transfer,medium,Bafodé Diakité,One player made this move in 2025/26. Who?,Bafodé Diakité joined Bournemouth from Lille in 2025/26 for €35M.,"{""from"": ""Lille"", ""to"": ""Bournemouth"", ""season"": ""25/26"", ""fee"": 35000000.0}",losc-lille.webp,afc-bournemouth.png,5
transfer,hard,Timothy Weah,One player made this move in 2026/27. Who?,Timothy Weah joined Marseille from Juventus in 2026/27 for €14.4M.,"{""from"": ""Juventus"", ""to"": ""Marseille"", ""season"": ""26/27"", ""fee"": 14400000.0}",juventus.webp,wl-marseille.png,6
transfer,medium,Maxence Caqueret,One player made this move in 2024/25. Who?,Maxence Caqueret joined Como from Lyon in 2024/25 for €15M.,"{""from"": ""Lyon"", ""to"": ""Como"", ""season"": ""24/25"", ""fee"": 15000000.0}",olympique-lyonnais.webp,wl-como.png,4
transfer,hard,Uğurcan Çakır,One player made this move in 2025/26. Who?,Uğurcan Çakır joined Galatasaray from Trabzonspor in 2025/26 for €27.5M.,"{""from"": ""Trabzonspor"", ""to"": ""Galatasaray"", ""season"": ""25/26"", ""fee"": 27500000.0}",wl-trabzonspor.png,wl-galatasaray.png,5
transfer,easy,Rayan,One player made this move in 2025/26. Who?,Rayan joined Bournemouth from Vasco da Gama in 2025/26 for €28.5M.,"{""from"": ""Vasco da Gama"", ""to"": ""Bournemouth"", ""season"": ""25/26"", ""fee"": 28500000.0}",wl-vasco-da-gama.png,afc-bournemouth.png,2
transfer,hard,Luiz Gustavo,One player made this move in 2013/14. Who?,Luiz Gustavo joined Wolfsburg from FC Bayern Munich in 2013/14 for €16M.,"{""from"": ""Bayern Munich"", ""to"": ""Wolfsburg"", ""season"": ""13/14"", ""fee"": 16000000.0}",fc-bayern-munich.webp,wl-vfl-wolfsburg.png,3
transfer,medium,Youssef En-Nesyri,One player made this move in 2025/26. Who?,Youssef En-Nesyri joined Al-Ittihad from Fenerbahçe in 2025/26 for €15M.,"{""from"": ""Fenerbahçe"", ""to"": ""Al-Ittihad"", ""season"": ""25/26"", ""fee"": 15000000.0}",wl-fenerbahce.png,wl-al-ittihad.png,5
transfer,medium,Mario Balotelli,One player made this move in 2014/15. Who?,Mario Balotelli joined Liverpool from AC Milan in 2014/15 for €20M.,"{""from"": ""AC Milan"", ""to"": ""Liverpool"", ""season"": ""14/15"", ""fee"": 20000000.0}",ac-milan.webp,liverpool.webp,8
transfer,medium,Amine Harit,One player made this move in 2023/24. Who?,Amine Harit joined Marseille from FC Schalke 04 in 2023/24 for €5M.,"{""from"": ""FC Schalke 04"", ""to"": ""Marseille"", ""season"": ""23/24"", ""fee"": 5000000.0}",fc-schalke-04.webp,wl-marseille.png,4
transfer,medium,Luis Muriel,One player made this move in 2015/16. Who?,Luis Muriel joined Sampdoria from Udinese in 2015/16 for €12M.,"{""from"": ""Udinese"", ""to"": ""Sampdoria"", ""season"": ""15/16"", ""fee"": 12000000.0}",wl-udinese.png,sampdoria.webp,4
transfer,hard,Lukas Podolski,One player made this move in 2012/13. Who?,Lukas Podolski joined Arsenal from 1. FC Köln in 2012/13 for €15M.,"{""from"": ""1.FC Köln"", ""to"": ""Arsenal"", ""season"": ""12/13"", ""fee"": 15000000.0}",1-fc-koln.webp,arsenal.webp,8
transfer,medium,Ferland Mendy,One player made this move in 2019/20. Who?,Ferland Mendy joined Real Madrid CF from Lyon in 2019/20 for €48M.,"{""from"": ""Lyon"", ""to"": ""Real Madrid"", ""season"": ""19/20"", ""fee"": 48000000.0}",olympique-lyonnais.webp,real-madrid-cf.webp,5
transfer,medium,Felipe,One player made this move in 2016/17. Who?,Felipe joined FC Porto from Corinthians in 2016/17 for €8.2M.,"{""from"": ""Corinthians"", ""to"": ""FC Porto"", ""season"": ""16/17"", ""fee"": 8200000.0}",corinthians.webp,fc-porto.webp,2
transfer,medium,Cédric Bakambu,One player made this move in 2023/24. Who?,Cédric Bakambu joined Real Betis from Galatasaray in 2023/24 for €5M.,"{""from"": ""Galatasaray"", ""to"": ""Real Betis"", ""season"": ""23/24"", ""fee"": 5000000.0}",wl-galatasaray.png,real-betis.webp,4
transfer,hard,Carlos Vinícius,One player made this move in 2022/23. Who?,Carlos Vinícius joined Fulham from Benfica in 2022/23 for €5M.,"{""from"": ""Benfica"", ""to"": ""Fulham"", ""season"": ""22/23"", ""fee"": 5000000.0}",sl-benfica.webp,wl-fulham.png,3
transfer,medium,Kerem Aktürkoğlu,One player made this move in 2025/26. Who?,Kerem Aktürkoğlu joined Fenerbahçe from Benfica in 2025/26 for €22.5M.,"{""from"": ""Benfica"", ""to"": ""Fenerbahçe"", ""season"": ""25/26"", ""fee"": 22500000.0}",sl-benfica.webp,wl-fenerbahce.png,4
transfer,hard,Gabriel Gudmundsson,One player made this move in 2021/22. Who?,Gabriel Gudmundsson joined Lille from Groningen in 2021/22 for €6M.,"{""from"": ""FC Groningen"", ""to"": ""Lille"", ""season"": ""21/22"", ""fee"": 6000000.0}",wl-groningen.png,losc-lille.webp,4
transfer,easy,Virgil van Dijk,One player made this move in 2015/16. Who?,Virgil van Dijk joined Southampton from Celtic in 2015/16 for €15.7M.,"{""from"": ""Celtic"", ""to"": ""Southampton"", ""season"": ""15/16"", ""fee"": 15700000.0}",celtic.webp,wl-southampton.png,14
transfer,easy,Nicolas Pépé,One player made this move in 2019/20. Who?,Nicolas Pépé joined Arsenal from Lille in 2019/20 for €80M.,"{""from"": ""Lille"", ""to"": ""Arsenal"", ""season"": ""19/20"", ""fee"": 80000000.0}",losc-lille.webp,arsenal.webp,5
transfer,medium,Éderson,One player made this move in 2021/22. Who?,Éderson joined Salernitana from Corinthians in 2021/22 for €6.5M.,"{""from"": ""Corinthians"", ""to"": ""Salernitana"", ""season"": ""21/22"", ""fee"": 6500000.0}",corinthians.webp,wl-salernitana.png,2
transfer,hard,Arthur Cabral,One player made this move in 2021/22. Who?,Arthur Cabral joined Fiorentina from Basel in 2021/22 for €15.5M.,"{""from"": ""Basel"", ""to"": ""Fiorentina"", ""season"": ""21/22"", ""fee"": 15500000.0}",wl-basel.png,acf-fiorentina.webp,4
transfer,easy,Jhon Durán,One player made this move in 2024/25. Who?,Jhon Durán joined Al Nassr from Aston Villa in 2024/25 for €77M.,"{""from"": ""Aston Villa"", ""to"": ""Al-Nassr"", ""season"": ""24/25"", ""fee"": 77000000.0}",aston-villa.webp,wl-al-nassr.png,4
transfer,easy,Theo Hernández,One player made this move in 2019/20. Who?,Theo Hernández joined AC Milan from Real Madrid CF in 2019/20 for €22.8M.,"{""from"": ""Real Madrid"", ""to"": ""AC Milan"", ""season"": ""19/20"", ""fee"": 22800000.0}",real-madrid-cf.webp,ac-milan.webp,7
transfer,hard,Mariano Díaz,One player made this move in 2017/18. Who?,Mariano Díaz joined Lyon from Real Madrid CF in 2017/18 for €8M.,"{""from"": ""Real Madrid"", ""to"": ""Lyon"", ""season"": ""17/18"", ""fee"": 8000000.0}",real-madrid-cf.webp,olympique-lyonnais.webp,4
transfer,medium,Alex Telles,One player made this move in 2013/14. Who?,Alex Telles joined Galatasaray from Grêmio in 2013/14 for €6.2M.,"{""from"": ""Grêmio"", ""to"": ""Galatasaray"", ""season"": ""13/14"", ""fee"": 6150000.0}",wl-gremio.png,wl-galatasaray.png,4
transfer,medium,Equi Fernández,One player made this move in 2024/25. Who?,Equi Fernández joined Al Qadsiah from Boca Juniors in 2024/25 for €18.7M.,"{""from"": ""Boca Juniors"", ""to"": ""Al-Qadsiah"", ""season"": ""24/25"", ""fee"": 18700000.0}",boca-juniors.webp,wl-al-qadsiah.png,5
transfer,medium,Lucas Torreira,One player made this move in 2022/23. Who?,Lucas Torreira joined Galatasaray from Arsenal in 2022/23 for €6M.,"{""from"": ""Arsenal"", ""to"": ""Galatasaray"", ""season"": ""22/23"", ""fee"": 6000000.0}",arsenal.webp,wl-galatasaray.png,4
transfer,hard,Michele Di Gregorio,One player made this move in 2025/26. Who?,Michele Di Gregorio joined Juventus from Monza in 2025/26 for €14.3M.,"{""from"": ""Monza"", ""to"": ""Juventus"", ""season"": ""25/26"", ""fee"": 14300000.0}",wl-monza.png,juventus.webp,5
transfer,medium,Gerson,One player made this move in 2021/22. Who?,Gerson joined Marseille from Flamengo in 2021/22 for €20.5M.,"{""from"": ""Flamengo"", ""to"": ""Marseille"", ""season"": ""21/22"", ""fee"": 20500000.0}",flamengo.webp,wl-marseille.png,5
transfer,medium,Johnny Cardoso,One player made this move in 2023/24. Who?,Johnny Cardoso joined Real Betis from Internacional in 2023/24 for €6M.,"{""from"": ""Internacional"", ""to"": ""Real Betis"", ""season"": ""23/24"", ""fee"": 6000000.0}",wl-internacional.png,real-betis.webp,4
transfer,medium,Mattia Caldara,One player made this move in 2016/17. Who?,Mattia Caldara joined Juventus from Atalanta BC in 2016/17 for €19M.,"{""from"": ""Atalanta BC"", ""to"": ""Juventus"", ""season"": ""16/17"", ""fee"": 19000000.0}",atalanta-bc.webp,juventus.webp,4
transfer,medium,Michy Batshuayi,One player made this move in 2016/17. Who?,Michy Batshuayi joined Chelsea from Marseille in 2016/17 for €39M.,"{""from"": ""Marseille"", ""to"": ""Chelsea"", ""season"": ""16/17"", ""fee"": 39000000.0}",wl-marseille.png,chelsea.webp,5
transfer,medium,Wojciech Szczesny,One player made this move in 2017/18. Who?,Wojciech Szczesny joined Juventus from Arsenal in 2017/18 for €18.4M.,"{""from"": ""Arsenal"", ""to"": ""Juventus"", ""season"": ""17/18"", ""fee"": 18400000.0}",arsenal.webp,juventus.webp,7
transfer,medium,Joachim Andersen,One player made this move in 2024/25. Who?,Joachim Andersen joined Fulham from Crystal Palace in 2024/25 for €29.5M.,"{""from"": ""Crystal Palace"", ""to"": ""Fulham"", ""season"": ""24/25"", ""fee"": 29500000.0}",crystal-palace.png,wl-fulham.png,5
transfer,hard,Yannick Bolasie,One player made this move in 2016/17. Who?,Yannick Bolasie joined Everton from Crystal Palace in 2016/17 for €28.9M.,"{""from"": ""Crystal Palace"", ""to"": ""Everton"", ""season"": ""16/17"", ""fee"": 28900000.0}",crystal-palace.png,everton.webp,4
transfer,medium,Joaquín Correa,One player made this move in 2016/17. Who?,Joaquín Correa joined Sevilla FC from Sampdoria in 2016/17 for €18.2M.,"{""from"": ""Sampdoria"", ""to"": ""Sevilla FC"", ""season"": ""16/17"", ""fee"": 18200000.0}",sampdoria.webp,sevilla-fc.webp,4
transfer,medium,Jordan Veretout,One player made this move in 2017/18. Who?,Jordan Veretout joined Fiorentina from Aston Villa in 2017/18 for €7M.,"{""from"": ""Aston Villa"", ""to"": ""Fiorentina"", ""season"": ""17/18"", ""fee"": 7000000.0}",aston-villa.webp,acf-fiorentina.webp,4
transfer,medium,Olivier Giroud,One player made this move in 2017/18. Who?,Olivier Giroud joined Chelsea from Arsenal in 2017/18 for €17M.,"{""from"": ""Arsenal"", ""to"": ""Chelsea"", ""season"": ""17/18"", ""fee"": 17000000.0}",arsenal.webp,chelsea.webp,10
transfer,medium,Renato Sanches,One player made this move in 2016/17. Who?,Renato Sanches joined FC Bayern Munich from Benfica in 2016/17 for €35M.,"{""from"": ""Benfica"", ""to"": ""Bayern Munich"", ""season"": ""16/17"", ""fee"": 35000000.0}",sl-benfica.webp,fc-bayern-munich.webp,4
transfer,medium,Emiliano Martínez,One player made this move in 2020/21. Who?,Emiliano Martínez joined Aston Villa from Arsenal in 2020/21 for €17.4M.,"{""from"": ""Arsenal"", ""to"": ""Aston Villa"", ""season"": ""20/21"", ""fee"": 17400000.0}",arsenal.webp,aston-villa.webp,3
transfer,easy,Aymeric Laporte,One player made this move in 2025/26. Who?,Aymeric Laporte joined Athletic Club from Al Nassr in 2025/26 for €10M.,"{""from"": ""Al-Nassr"", ""to"": ""Athletic Club"", ""season"": ""25/26"", ""fee"": 10000000.0}",wl-al-nassr.png,athletic-club.webp,5
transfer,hard,Demarai Gray,One player made this move in 2023/24. Who?,Demarai Gray joined Al-Ettifaq from Everton in 2023/24 for €9.3M.,"{""from"": ""Everton"", ""to"": ""Al-Ettifaq"", ""season"": ""23/24"", ""fee"": 9300000.0}",everton.webp,wl-al-ettifaq.png,5
transfer,medium,Malick Thiaw,One player made this move in 2022/23. Who?,Malick Thiaw joined AC Milan from FC Schalke 04 in 2022/23 for €12.8M.,"{""from"": ""FC Schalke 04"", ""to"": ""AC Milan"", ""season"": ""22/23"", ""fee"": 12800000.0}",fc-schalke-04.webp,ac-milan.webp,4
transfer,medium,Reinier,One player made this move in 2019/20. Who?,Reinier joined Real Madrid CF from Flamengo in 2019/20 for €30M.,"{""from"": ""Flamengo"", ""to"": ""Real Madrid"", ""season"": ""19/20"", ""fee"": 30000000.0}",flamengo.webp,real-madrid-cf.webp,2
transfer,hard,Álex Moreno,One player made this move in 2019/20. Who?,Álex Moreno joined Real Betis from Rayo Vallecano in 2019/20 for €9.7M.,"{""from"": ""Rayo Vallecano"", ""to"": ""Real Betis"", ""season"": ""19/20"", ""fee"": 9700000.0}",wl-rayo-vallecano.png,real-betis.webp,4
transfer,medium,Mattia Caldara,One player made this move in 2018/19. Who?,Mattia Caldara joined AC Milan from Juventus in 2018/19 for €37.7M.,"{""from"": ""Juventus"", ""to"": ""AC Milan"", ""season"": ""18/19"", ""fee"": 37740000.0}",juventus.webp,ac-milan.webp,4
transfer,easy,Martín Zubimendi,One player made this move in 2025/26. Who?,Martín Zubimendi joined Arsenal from Real Sociedad in 2025/26 for €70M.,"{""from"": ""Real Sociedad"", ""to"": ""Arsenal"", ""season"": ""25/26"", ""fee"": 70000000.0}",real-sociedad.webp,arsenal.webp,4
transfer,hard,Gedson Fernandes,One player made this move in 2022/23. Who?,Gedson Fernandes joined Beşiktaş from Benfica in 2022/23 for €16M.,"{""from"": ""Benfica"", ""to"": ""Besiktas"", ""season"": ""22/23"", ""fee"": 16000000.0}",sl-benfica.webp,wl-besiktas.png,5
transfer,medium,Tyrone Mings,One player made this move in 2019/20. Who?,Tyrone Mings joined Aston Villa from Bournemouth in 2019/20 for €22.3M.,"{""from"": ""Bournemouth"", ""to"": ""Aston Villa"", ""season"": ""19/20"", ""fee"": 22300000.0}",afc-bournemouth.png,aston-villa.webp,5
transfer,medium,Michael Kayode,One player made this move in 2025/26. Who?,Michael Kayode joined Brentford from Fiorentina in 2025/26 for €17.5M.,"{""from"": ""Fiorentina"", ""to"": ""Brentford"", ""season"": ""25/26"", ""fee"": 17500000.0}",acf-fiorentina.webp,wl-brentford.png,4
transfer,medium,Borja Iglesias,One player made this move in 2018/19. Who?,Borja Iglesias joined Espanyol from Celta de Vigo in 2018/19 for €10M.,"{""from"": ""Celta de Vigo"", ""to"": ""Espanyol"", ""season"": ""18/19"", ""fee"": 10000000.0}",celta-de-vigo.webp,rcd-espanyol.webp,4
transfer,medium,Emerson Royal,One player made this move in 2025/26. Who?,Emerson Royal joined Flamengo from AC Milan in 2025/26 for €9M.,"{""from"": ""AC Milan"", ""to"": ""Flamengo"", ""season"": ""25/26"", ""fee"": 9000000.0}",ac-milan.webp,flamengo.webp,4
transfer,medium,Beto,One player made this move in 2023/24. Who?,Beto joined Everton from Udinese in 2023/24 for €25M.,"{""from"": ""Udinese"", ""to"": ""Everton"", ""season"": ""23/24"", ""fee"": 25000000.0}",wl-udinese.png,everton.webp,2
transfer,easy,Serge Gnabry,One player made this move in 2016/17. Who?,Serge Gnabry joined Werder Bremen from Arsenal in 2016/17 for €5M.,"{""from"": ""Arsenal"", ""to"": ""Werder Bremen"", ""season"": ""16/17"", ""fee"": 5000000.0}",arsenal.webp,werder-bremen.webp,8
transfer,medium,Alex Iwobi,One player made this move in 2023/24. Who?,Alex Iwobi joined Fulham from Everton in 2023/24 for €25.7M.,"{""from"": ""Everton"", ""to"": ""Fulham"", ""season"": ""23/24"", ""fee"": 25700000.0}",everton.webp,wl-fulham.png,4
transfer,medium,Daniel Muñoz,One player made this move in 2023/24. Who?,Daniel Muñoz joined Crystal Palace from Genk in 2023/24 for €8M.,"{""from"": ""Genk"", ""to"": ""Crystal Palace"", ""season"": ""23/24"", ""fee"": 8000000.0}",wl-genk.png,crystal-palace.png,4
transfer,medium,Morgan Sanson,One player made this move in 2020/21. Who?,Morgan Sanson joined Aston Villa from Marseille in 2020/21 for €15.8M.,"{""from"": ""Marseille"", ""to"": ""Aston Villa"", ""season"": ""20/21"", ""fee"": 15800000.0}",wl-marseille.png,aston-villa.webp,4
transfer,hard,Giacomo Bonaventura,One player made this move in 2014/15. Who?,Giacomo Bonaventura joined AC Milan from Atalanta BC in 2014/15 for €5.3M.,"{""from"": ""Atalanta BC"", ""to"": ""AC Milan"", ""season"": ""14/15"", ""fee"": 5300000.0}",atalanta-bc.webp,ac-milan.webp,5
transfer,medium,Adrien Rabiot,One player made this move in 2025/26. Who?,Adrien Rabiot joined AC Milan from Marseille in 2025/26 for €7M.,"{""from"": ""Marseille"", ""to"": ""AC Milan"", ""season"": ""25/26"", ""fee"": 7000000.0}",wl-marseille.png,ac-milan.webp,6
transfer,medium,Juan Cuadrado,One player made this move in 2017/18. Who?,Juan Cuadrado joined Juventus from Chelsea in 2017/18 for €20M.,"{""from"": ""Chelsea"", ""to"": ""Juventus"", ""season"": ""17/18"", ""fee"": 20000000.0}",chelsea.webp,juventus.webp,4
transfer,easy,João Palhinha,One player made this move in 2024/25. Who?,João Palhinha joined FC Bayern Munich from Fulham in 2024/25 for €51M.,"{""from"": ""Fulham"", ""to"": ""Bayern Munich"", ""season"": ""24/25"", ""fee"": 51000000.0}",wl-fulham.png,fc-bayern-munich.webp,7
transfer,medium,Dango Ouattara,One player made this move in 2025/26. Who?,Dango Ouattara joined Brentford from Bournemouth in 2025/26 for €42.8M.,"{""from"": ""Bournemouth"", ""to"": ""Brentford"", ""season"": ""25/26"", ""fee"": 42800000.0}",afc-bournemouth.png,wl-brentford.png,5
transfer,medium,Moussa Dembélé,One player made this move in 2018/19. Who?,Moussa Dembélé joined Lyon from Celtic in 2018/19 for €22M.,"{""from"": ""Celtic"", ""to"": ""Lyon"", ""season"": ""18/19"", ""fee"": 22000000.0}",celtic.webp,olympique-lyonnais.webp,4
transfer,medium,Iago Aspas,One player made this move in 2015/16. Who?,Iago Aspas joined Sevilla FC from Liverpool in 2015/16 for €6M.,"{""from"": ""Liverpool"", ""to"": ""Sevilla FC"", ""season"": ""15/16"", ""fee"": 6000000.0}",liverpool.webp,sevilla-fc.webp,5
transfer,hard,Papu Gómez,One player made this move in 2020/21. Who?,Papu Gómez joined Sevilla FC from Atalanta BC in 2020/21 for €6.4M.,"{""from"": ""Atalanta BC"", ""to"": ""Sevilla FC"", ""season"": ""20/21"", ""fee"": 6400000.0}",atalanta-bc.webp,sevilla-fc.webp,4
transfer,easy,Romelu Lukaku,One player made this move in 2014/15. Who?,Romelu Lukaku joined Everton from Chelsea in 2014/15 for €35.4M.,"{""from"": ""Chelsea"", ""to"": ""Everton"", ""season"": ""14/15"", ""fee"": 35360000.0}",chelsea.webp,everton.webp,8
transfer,easy,Thiago Alcántara,One player made this move in 2020/21. Who?,Thiago Alcántara joined Liverpool from FC Bayern Munich in 2020/21 for €22M.,"{""from"": ""Bayern Munich"", ""to"": ""Liverpool"", ""season"": ""20/21"", ""fee"": 22000000.0}",fc-bayern-munich.webp,liverpool.webp,5
transfer,hard,Fran Beltrán,One player made this move in 2018/19. Who?,Fran Beltrán joined Celta de Vigo from Rayo Vallecano in 2018/19 for €8M.,"{""from"": ""Rayo Vallecano"", ""to"": ""Celta de Vigo"", ""season"": ""18/19"", ""fee"": 8000000.0}",wl-rayo-vallecano.png,celta-de-vigo.webp,4
transfer,easy,Marc Guéhi,One player made this move in 2021/22. Who?,Marc Guéhi joined Crystal Palace from Chelsea in 2021/22 for €23.3M.,"{""from"": ""Chelsea"", ""to"": ""Crystal Palace"", ""season"": ""21/22"", ""fee"": 23340000.0}",chelsea.webp,crystal-palace.png,7
transfer,medium,Franco Mastantuono,One player made this move in 2025/26. Who?,Franco Mastantuono joined Real Madrid CF from River Plate in 2025/26 for €45M.,"{""from"": ""River Plate"", ""to"": ""Real Madrid"", ""season"": ""25/26"", ""fee"": 45000000.0}",river-plate.webp,real-madrid-cf.webp,4
transfer,hard,Hamza Igamane,One player made this move in 2025/26. Who?,Hamza Igamane joined Lille from Rangers in 2025/26 for €11.5M.,"{""from"": ""Rangers"", ""to"": ""Lille"", ""season"": ""25/26"", ""fee"": 11500000.0}",rangers.webp,losc-lille.webp,4
transfer,easy,James Rodríguez,One player made this move in 2021/22. Who?,James Rodríguez joined Al-Rayyan from Everton in 2021/22 for €8M.,"{""from"": ""Everton"", ""to"": ""Al-Rayyan"", ""season"": ""21/22"", ""fee"": 8000000.0}",everton.webp,wl-al-rayyan.png,8
transfer,hard,Jaka Bijol,One player made this move in 2022/23. Who?,Jaka Bijol joined Udinese from CSKA Moscow in 2022/23 for €5.8M.,"{""from"": ""CSKA Moscow"", ""to"": ""Udinese"", ""season"": ""22/23"", ""fee"": 5760000.0}",cska-moscow.png,wl-udinese.png,5
transfer,hard,Giannelli Imbula,One player made this move in 2015/16. Who?,Giannelli Imbula joined FC Porto from Marseille in 2015/16 for €20M.,"{""from"": ""Marseille"", ""to"": ""FC Porto"", ""season"": ""15/16"", ""fee"": 20000000.0}",wl-marseille.png,fc-porto.webp,5
transfer,easy,Moussa Diaby,One player made this move in 2024/25. Who?,Moussa Diaby joined Al-Ittihad from Aston Villa in 2024/25 for €60M.,"{""from"": ""Aston Villa"", ""to"": ""Al-Ittihad"", ""season"": ""24/25"", ""fee"": 60000000.0}",aston-villa.webp,wl-al-ittihad.png,4
transfer,medium,Jan Bednarek,One player made this move in 2017/18. Who?,Jan Bednarek joined Southampton from Lech Poznań in 2017/18 for €6M.,"{""from"": ""Lech Poznan"", ""to"": ""Southampton"", ""season"": ""17/18"", ""fee"": 6000000.0}",wl-lech-poznan.png,wl-southampton.png,4
transfer,medium,Evann Guessand,One player made this move in 2025/26. Who?,Evann Guessand joined Aston Villa from Nice in 2025/26 for €30M.,"{""from"": ""Nice"", ""to"": ""Aston Villa"", ""season"": ""25/26"", ""fee"": 30000000.0}",ogc-nice.webp,aston-villa.webp,5
transfer,medium,Mikkel Damsgaard,One player made this move in 2022/23. Who?,Mikkel Damsgaard joined Brentford from Sampdoria in 2022/23 for €15M.,"{""from"": ""Sampdoria"", ""to"": ""Brentford"", ""season"": ""22/23"", ""fee"": 15000000.0}",sampdoria.webp,wl-brentford.png,5
transfer,easy,Endrick,One player made this move in 2024/25. Who?,Endrick joined Real Madrid CF from Palmeiras in 2024/25 for €47.5M.,"{""from"": ""Palmeiras"", ""to"": ""Real Madrid"", ""season"": ""24/25"", ""fee"": 47500000.0}",wl-palmeiras.png,real-madrid-cf.webp,2
transfer,medium,Suat Serdar,One player made this move in 2021/22. Who?,Suat Serdar joined Hertha BSC from FC Schalke 04 in 2021/22 for €8M.,"{""from"": ""FC Schalke 04"", ""to"": ""Hertha BSC"", ""season"": ""21/22"", ""fee"": 8000000.0}",fc-schalke-04.webp,hertha-bsc.webp,5
transfer,easy,João Félix,One player made this move in 2025/26. Who?,João Félix joined Al Nassr from Chelsea in 2025/26 for €35M.,"{""from"": ""Chelsea"", ""to"": ""Al-Nassr"", ""season"": ""25/26"", ""fee"": 35000000.0}",chelsea.webp,wl-al-nassr.png,4
transfer,hard,Arsen Zakharyan,One player made this move in 2023/24. Who?,Arsen Zakharyan joined Real Sociedad from Dynamo Moscow in 2023/24 for €13M.,"{""from"": ""Dynamo Moscow"", ""to"": ""Real Sociedad"", ""season"": ""23/24"", ""fee"": 13000000.0}",wl-dynamo-moscow.png,real-sociedad.webp,5
transfer,medium,Chris Richards,One player made this move in 2022/23. Who?,Chris Richards joined Crystal Palace from FC Bayern Munich in 2022/23 for €12M.,"{""from"": ""Bayern Munich"", ""to"": ""Crystal Palace"", ""season"": ""22/23"", ""fee"": 12000000.0}",fc-bayern-munich.webp,crystal-palace.png,4
transfer,medium,Aaron Ramsdale,One player made this move in 2024/25. Who?,Aaron Ramsdale joined Southampton from Arsenal in 2024/25 for €21.4M.,"{""from"": ""Arsenal"", ""to"": ""Southampton"", ""season"": ""24/25"", ""fee"": 21400000.0}",arsenal.webp,wl-southampton.png,4
transfer,easy,Toni Kroos,One player made this move in 2014/15. Who?,Toni Kroos joined Real Madrid CF from FC Bayern Munich in 2014/15 for €25M.,"{""from"": ""Bayern Munich"", ""to"": ""Real Madrid"", ""season"": ""14/15"", ""fee"": 25000000.0}",fc-bayern-munich.webp,real-madrid-cf.webp,13
transfer,medium,Khéphren Thuram,One player made this move in 2024/25. Who?,Khéphren Thuram joined Juventus from Nice in 2024/25 for €20.6M.,"{""from"": ""Nice"", ""to"": ""Juventus"", ""season"": ""24/25"", ""fee"": 20600000.0}",ogc-nice.webp,juventus.webp,5
transfer,easy,Darwin Núñez,One player made this move in 2022/23. Who?,Darwin Núñez joined Liverpool from Benfica in 2022/23 for €85M.,"{""from"": ""Benfica"", ""to"": ""Liverpool"", ""season"": ""22/23"", ""fee"": 85000000.0}",sl-benfica.webp,liverpool.webp,5
transfer,easy,Douglas Luiz,One player made this move in 2024/25. Who?,Douglas Luiz joined Juventus from Aston Villa in 2024/25 for €51.5M.,"{""from"": ""Aston Villa"", ""to"": ""Juventus"", ""season"": ""24/25"", ""fee"": 51500000.0}",aston-villa.webp,juventus.webp,3
transfer,medium,Everton,One player made this move in 2020/21. Who?,Everton joined Benfica from Grêmio in 2020/21 for €20M.,"{""from"": ""Grêmio"", ""to"": ""Benfica"", ""season"": ""20/21"", ""fee"": 20000000.0}",wl-gremio.png,sl-benfica.webp,2
